0	0.05313471292391515	perturb
0	0.05313471292391515	perturb
0	0.19536535456542772	mate
0	0.05629695691972133	perturb
0	0.05313471292391515	mate
0	0.2186230973410243	mate
0	0.16438282549975172	mate
0	0.061387548413726414	mate
0	0.16901956428307546	mate
0	0.05571477048046716	perturb
0	0.07855190973217555	perturb
0	0.05313471292391515	perturb
0	0.04767427867465601	perturb
0	0.05313471292391515	perturb
0	0.2012006639740049	mate
0	0.05313471292391515	perturb
0	0.05313471292391515	mate
0	0.30024690446884716	perturb
0	0.05313471292391515	random
0	0.05313471292391515	perturb
0	0.25187700018227116	mate
0	0.05313471292391515	perturb
0	0.05313471292391515	perturb
0	0.05407162933344528	perturb
0	0.05313471292391515	perturb
0	0.1756429449888659	perturb
0	0.08626515196243983	perturb
0	0.12937223032755676	random
0	0.05323938074006813	perturb
0	0.0531291172954258	perturb
0	0.05313471292391515	random
0	0.05686207898444961	perturb
0	0.1611822792122737	perturb
0	0.13238048348681664	perturb
0	0.05313471292391515	perturb
0	0.08426317170017254	mate
0	0.05313471292391515	mate
0	0.16261954237558304	perturb
0	0.2252786681068336	perturb
0	0.05313471292391515	perturb
0	0.09401663177608997	perturb
0	0.05313471292391515	perturb
0	0.05313471292391515	perturb
0	0.052448883411805716	random
0	0.05312624366141496	mate
0	0.05313471292391515	perturb
0	0.15616388821652213	perturb
0	0.05313474593161884	mate
0	0.06733667376678809	mate
0	0.05313471292391515	perturb
0	0.05313471292391515	perturb
0	0.15626103668555524	perturb
0	0.1385731997113556	perturb
0	0.07549272218165183	perturb
0	0.2621316057359014	perturb
0	0.05313471292391515	perturb
0	0.05313471292391515	mate
0	0.05313471292391515	mate
0	0.05313471292391515	perturb
0	0.19270278700076443	mate
0	0.06895606060483316	perturb
0	0.05313471292391515	perturb
0	0.05313471292391515	perturb
0	0.10629769364453594	mate
0	0.1870448171412827	random
0	0.14597670584418665	random
0	0.05313471292391515	perturb
0	0.05313471292391515	perturb
0	0.0580164278398651	perturb
0	0.12843885679804132	mate
0	0.13216724943663066	perturb
0	0.20161605130608437	mate
0	0.05313471292391515	mate
0	0.14547838875850932	perturb
0	0.17347436451811998	mate
0	0.19572607044471493	perturb
0	0.05313471292391515	perturb
0	0.16901956428307546	mate
0	0.05313471292391515	perturb
0	0.16901956428307546	mate
0	0.05313471292391515	mate
0	0.05313474593161884	mate
0	0.08213847302144495	mate
0	0.18173689882808422	perturb
0	0.05573233873986452	perturb
0	0.05313471292391515	perturb
0	0.05485050490878426	perturb
0	0.07563002950954069	random
0	0.05313471292391515	mate
0	0.05313471292391515	perturb
